# mcs  k  T(k)  Q(k)  Eavg(k)
        2110    6     0.729412          -24       -96.8818058378
        2110    7     0.835294          -12       -94.2853815074
        2110    8     0.941176            8       -92.3553291442
        2110    9     1.047059          -30       -96.5485566160
        2110   10     1.152941           46       -93.0315812840
        2110   11     1.258824          -12       -85.8302424114
        2110   12     1.364706           -4       -86.1272260569
        2110   13     1.470588           -2       -85.7032908100
        2110   14     1.576471           20       -79.0233431883
        2110   15     1.682353          -32       -89.2526240907
        2110   16     1.788235           26       -75.3239383161
        2110   17     1.894118           14       -79.1873865379
        2110   18     2.000000            4       -58.8924037325
        2120    1     0.200000           62      -100.2517747576
        2120    2     0.305882           58       -99.7869687304
        2120    3     0.411765          -64       -99.9522196997
        2120    4     0.517647           16       -95.8626040185
        2120    5     0.623529           46       -99.1570251546
        2120    6     0.729412          -40       -97.5251665944
        2120    7     0.835294          -14       -94.5399294903
        2120    8     0.941176          -30       -94.1819520310
        2120    9     1.047059            8       -92.8910319925
        2120   10     1.152941          -26       -91.9720899264
        2120   11     1.258824           24       -83.9942254338
        2120   12     1.364706          -32       -88.6165540734
        2120   13     1.470588            2       -79.5778098558
        2120   14     1.576471          -14       -83.7928870013
        2120   15     1.682353           22       -88.0495552247
        2120   16     1.788235           32       -75.6145793863
        2120   17     1.894118           10       -76.9144878518
        2120   18     2.000000           12       -72.1178581921
        2130    1     0.200000           62       -99.9545910408
        2130    2     0.305882           58       -99.3810014031
        2130    3     0.411765           58       -99.5486237135
        2130    4     0.517647          -28       -98.2791943595
        2130    5     0.623529          -56       -96.7782459329
        2130    6     0.729412           42       -96.6737747780
        2130    7     0.835294           42       -98.9621230226
        2130    8     0.941176           42       -89.4160884781
        2130    9     1.047059          -16       -91.1660568032
        2130   10     1.152941           16       -92.2283224557
